id,loan_paid_back
593994,0.8557663943904846
593995,0.9553554069948733
593996,0.5380721017319564
593997,0.8033247963465077
593998,0.91876823598707
593999,0.94128737699974
594000,0.9633485927412493
594001,0.940001068288517
594002,0.9186199054780853
594003,0.2781109899116156
594004,0.690466571941935
594005,0.9701628013570229
594006,0.7561145598351269
594007,0.5095048507537452
594008,0.9213510324774697
594009,0.6702088775138166
594010,0.9685071581338749
594011,0.664660902896349
594012,0.9609147943465989
594013,0.896035123928226
594014,0.8432246667354045
594015,0.9749167548663621
594016,0.8873607250127086
594017,0.7299099274173747
594018,0.9205461040712153
594019,0.46776387165414207
594020,0.8209987422748042
594021,0.5679204139481788
594022,0.9463162724106494
594023,0.5892380812400887
594024,0.960395874423355
594025,0.951683795544743
594026,0.9430364133607859
594027,0.626641274550044
594028,0.8359546785780008
594029,0.6947593403635859
594030,0.8727188818921517
594031,0.8837187107776263
594032,0.8204191888964019
594033,0.5066394032785149
594034,0.7789182680876038
594035,0.6376695790741199
594036,0.8475483116114295
594037,0.77717833153925
594038,0.9546127081774571
594039,0.7985499611563277
594040,0.7684108356572883
594041,0.9838371373261043
594042,0.629947968207506
594043,0.8663320671764368
594044,0.8220437308571314
594045,0.99123839593677
594046,0.9806185132599228
594047,0.8630621309321528
594048,0.884161044023145
594049,0.48514666735309847
594050,0.9635721512112974
594051,0.7714223328045345
594052,0.7038198211893434
594053,0.830247428025025
594054,0.7948889069646177
594055,0.5548224899526034
594056,0.8011922907323087
594057,0.9579219085526582
594058,0.9495000768188686
594059,0.8831943009695685
594060,0.9654269722755551
594061,0.42464993397580414
594062,0.5319591894188141
594063,0.7688513520349203
594064,0.6182114690623921
594065,0.848651211121453
594066,0.7761633095652867
594067,0.3470537483324567
594068,0.7653086664032136
594069,0.853196043417949
594070,0.8473089985327209
594071,0.7791366531638826
594072,0.9809290130833811
594073,0.696712870428436
594074,0.7764728965566218
594075,0.901015079843925
594076,0.5413344460085234
594077,0.863100017515147
594078,0.62325357225201
594079,0.9052652536587908
594080,0.88649059980956
594081,0.22247873952464092
594082,0.8474897111568191
594083,0.9233985610116993
594084,0.5661914481384684
594085,0.8263890104318596
594086,0.3210396092575676
594087,0.9363268047224655
594088,0.30515277389708745
594089,0.791971586010878
594090,0.9452628056984202
594091,0.8050171752806125
594092,0.7483293236519933
594093,0.8192790268047834
594094,0.5493293286407995
594095,0.7921824622041682
594096,0.2835181264281787
594097,0.8589575910429151
594098,0.8258511236550637
594099,0.8727460915832511
594100,0.8734174304433988
594101,0.9033129696939411
594102,0.7758940464627126
594103,0.7802451044424148
594104,0.969688404919254
594105,0.7449168111760143
594106,0.9508706401716565
594107,0.6558421647968077
594108,0.8448377917212249
594109,0.9440289102768283
594110,0.9429912926546218
594111,0.7771130218943815
594112,0.6605865526677426
594113,0.8680594804261185
594114,0.8789629866916765
594115,0.7151725622803018
594116,0.7923754258735983
594117,0.3908014298980685
594118,0.4349486618130582
594119,0.7059611959665574
594120,0.8628152070494399
594121,0.5984334326035462
594122,0.9728429943943653
594123,0.9447800284993042
594124,0.9622807961426953
594125,0.4449685456977822
594126,0.7386557505316218
594127,0.7697589419728623
594128,0.5438168147795184
594129,0.969754832303328
594130,0.8983354730633129
594131,0.501505084244739
594132,0.9855061705580045
594133,0.9177873879239679
594134,0.8046737058720205
594135,0.4173181557592032
594136,0.9336358709133563
594137,0.8724985368170882
594138,0.633547225118327
594139,0.719375710456481
594140,0.8256737569467281
594141,0.9574189920535061
594142,0.8642115634003634
594143,0.8877308708848421
594144,0.6523707360439827
594145,0.9573130065090585
594146,0.3288289600505977
594147,0.7937660996392315
594148,0.5138191980482054
594149,0.7120160026536253
594150,0.9583230718992896
594151,0.9189764770548347
594152,0.9766708124981134
594153,0.9322414507092323
594154,0.9535183112964346
594155,0.4290849928393204
594156,0.6434806012658537
594157,0.36165382909529714
594158,0.8889835530129496
594159,0.9284241936972182
594160,0.8559275968849298
594161,0.974955094463145
594162,0.9840481403793071
594163,0.9297988445445009
594164,0.617979318979526
594165,0.265512338043598
594166,0.963666926595094
594167,0.8985673040196012
594168,0.6660607879426924
594169,0.8795841514466844
594170,0.9034458120324356
594171,0.8986972251942138
594172,0.2564448743151223
594173,0.35595122405755036
594174,0.9078740858441008
594175,0.6923755248998401
594176,0.911159263053625
594177,0.9029912687507154
594178,0.8233602681017022
594179,0.6359282373492982
594180,0.638487695376205
594181,0.8723091862062449
594182,0.9467586032387624
594183,0.37677121374199307
594184,0.9268785625504264
594185,0.8758398547183216
594186,0.8978734355678256
594187,0.20643227958603577
594188,0.8988589896110748
594189,0.7975476180987294
594190,0.5701967980327928
594191,0.9520007039689362
594192,0.8487972989155783
594193,0.8030174656337006
594194,0.8090044002680757
594195,0.9205771435386428
594196,0.8507538833323752
594197,0.6616170543138645
594198,0.9134653085452489
594199,0.9597235025298236
594200,0.9484729346641847
594201,0.8972854548325848
594202,0.5000209701024176
594203,0.9759191574263463
594204,0.913475161655328
594205,0.7413695628341166
594206,0.616565257384624
594207,0.6814741029716397
594208,0.5635840108324882
594209,0.6608083117535539
594210,0.9212302319085844
594211,0.8765837040036641
594212,0.9804155147988733
594213,0.49729786367986534
594214,0.9058258199510032
594215,0.8719942567694311
594216,0.9573286723728972
594217,0.8235955797613563
594218,0.817573914495088
594219,0.9373272690954486
594220,0.913875992433969
594221,0.9777086031557976
594222,0.5952918344503063
594223,0.810931720092123
594224,0.8751326390722189
594225,0.8942580583724461
594226,0.9848756624178866
594227,0.8560763588262575
594228,0.9141228949336863
594229,0.8933867095941169
594230,0.9737386869328758
594231,0.8495157635716197
594232,0.9749736504966564
594233,0.9155405086232595
594234,0.8278924158181507
594235,0.4554038093367605
594236,0.9469080694152471
594237,0.6078034655389262
594238,0.9016494482885051
594239,0.9163768702207269
594240,0.9832647984784879
594241,0.48470439459174725
594242,0.9863787546290891
594243,0.6718086397657382
594244,0.7389303276148289
594245,0.5836326961955274
594246,0.5299681766662003
594247,0.885808943938638
594248,0.6790318838491133
594249,0.9294521656922908
594250,0.5771528947413662
594251,0.8918555364469858
594252,0.9268339534132833
594253,0.3488133491289673
594254,0.8921337730700808
594255,0.852012217365524
594256,0.9637009049657284
594257,0.9385059733027353
594258,0.80132829293375
594259,0.8229529437209173
594260,0.534309843235498
594261,0.6804018609903117
594262,0.7558887496224899
594263,0.8350850385874093
594264,0.8711140863146258
594265,0.9133857908549466
594266,0.8374711442283985
594267,0.9031485868091861
594268,0.465721716336237
594269,0.6166215822967434
594270,0.8352225334214748
594271,0.6668779112743858
594272,0.8417789843318526
594273,0.6531668660001343
594274,0.4632877069463679
594275,0.7982887855857979
594276,0.985147178485571
594277,0.9066964406583637
594278,0.984136809121615
594279,0.8642699831832924
594280,0.7149024121604852
594281,0.7147431784256685
594282,0.6076127079968588
594283,0.8245771174935077
594284,0.9240038812450718
594285,0.7778943375930945
594286,0.8933140506169026
594287,0.7313562559722911
594288,0.35376354790138687
594289,0.9624300037008617
594290,0.46714395190119706
594291,0.7203588849245441
594292,0.8430821935513573
594293,0.23655985638394758
594294,0.6601726850084235
594295,0.6583771177783293
594296,0.944051844925087
594297,0.9653989909671212
594298,0.9302978840727347
594299,0.778185196109292
594300,0.8749174480994365
594301,0.9564343197918468
594302,0.7503865281949594
594303,0.8435646640293019
594304,0.877266454079944
594305,0.8999455811667374
594306,0.8485152941344476
594307,0.9332240466476776
594308,0.9230026140691707
594309,0.9436884364231087
594310,0.8676293571871094
594311,0.8869339447243284
594312,0.9523726902417808
594313,0.6057181739226297
594314,0.8771061182545479
594315,0.937137929906762
594316,0.7755788058740762
594317,0.9847774083283561
594318,0.5117372401374681
594319,0.8444316076693148
594320,0.7735104498676192
594321,0.7567906991032842
594322,0.4084234158238736
594323,0.9463861932970913
594324,0.968991117977249
594325,0.9047537165962264
594326,0.7222811659336124
594327,0.965460930260161
594328,0.25662241933450153
594329,0.984030264208522
594330,0.9126920218391764
594331,0.9805533701910737
594332,0.914426323494585
594333,0.9309182105855798
594334,0.3440453086251876
594335,0.9689072397355983
594336,0.46293418672131387
594337,0.7982179240186058
594338,0.9566559901122624
594339,0.8482521038526656
594340,0.868373430997694
594341,0.5456186776190222
594342,0.4869090375463612
594343,0.9347361998696868
594344,0.8860943743788703
594345,0.7436119837567857
594346,0.9618984273157144
594347,0.8897668780368352
594348,0.9470367844743842
594349,0.9247942548201381
594350,0.7320771440148894
594351,0.9565517185683564
594352,0.9568721310919681
594353,0.5935236314813813
594354,0.5323546722246643
594355,0.9211152041773495
594356,0.49988734565705983
594357,0.5356311200302564
594358,0.46014674510625714
594359,0.8690463484001003
594360,0.40588760336175644
594361,0.6646950684039115
594362,0.39342529437083035
594363,0.9216395340804318
594364,0.9712436825056726
594365,0.6636649977412213
594366,0.42695528570756397
594367,0.9210824521128567
594368,0.8569748575544377
594369,0.8224914485204706
594370,0.3445418317982207
594371,0.9496897900835519
594372,0.9182132485004746
594373,0.785860451405362
594374,0.8545252485194752
594375,0.6594405280511625
594376,0.9064710874392509
594377,0.8159085865433452
594378,0.8560393066144126
594379,0.7321573341688516
594380,0.9271557668645557
594381,0.8227024668021389
594382,0.8636590860078427
594383,0.559391895937071
594384,0.8009367061015198
594385,0.9131911573167149
594386,0.3822289814336415
594387,0.8821023300871397
594388,0.9358982901909927
594389,0.9204076415306811
594390,0.889313200557868
594391,0.9195728083355932
594392,0.9023085066661861
594393,0.4453414852317199
594394,0.9104494044820144
594395,0.45033351448178754
594396,0.9666635985485957
594397,0.8909066362114217
594398,0.8727477060933285
594399,0.9343325000453879
594400,0.8345827345486129
594401,0.9639904227660886
594402,0.35483743686532476
594403,0.9293501570039947
594404,0.5157327291704665
594405,0.6162734379279489
594406,0.9071878194344419
594407,0.6988772001497039
594408,0.8012104923454517
594409,0.7496829504817464
594410,0.3072259313712568
594411,0.9463441710429443
594412,0.9121034011371506
594413,0.8885622691880155
594414,0.5139374846731735
594415,0.9768065311310304
594416,0.6983168914057765
594417,0.6767486302069351
594418,0.8076169409039867
594419,0.34046086857268965
594420,0.952084749995976
594421,0.7187568599723094
594422,0.6226034753266907
594423,0.8611086851265297
594424,0.4228418562413998
594425,0.8582941823357821
594426,0.9122379651796876
594427,0.8437470694164028
594428,0.9099904433335144
594429,0.7351585411750642
594430,0.8241601116464017
594431,0.8430471064574625
594432,0.8971777540781503
594433,0.6341196134459337
594434,0.945292235015283
594435,0.7131231807912107
594436,0.758487991037611
594437,0.8975943980318906
594438,0.8041427648194507
594439,0.8498078147738518
594440,0.9913320616516111
594441,0.9446754286914796
594442,0.4811159034512918
594443,0.38690877488836994
594444,0.9102641690867409
594445,0.7667864769685351
594446,0.9197759667802389
594447,0.9772387585425275
594448,0.6799677337745613
594449,0.7906692167003452
594450,0.7223649485221373
594451,0.7588915763292952
594452,0.46663510076460313
594453,0.8855586978090467
594454,0.9266704153097687
594455,0.8509506128792895
594456,0.6336033321182013
594457,0.8955122769604542
594458,0.6190851525063645
594459,0.8386985511241605
594460,0.5898805040323466
594461,0.7750935804335335
594462,0.9300197274094103
594463,0.9412036305089334
594464,0.584421457589923
594465,0.8880494231269535
594466,0.8935287289324727
594467,0.9427427049388489
594468,0.744090327833594
594469,0.938057991310799
594470,0.2899612857529906
594471,0.7521097477201019
594472,0.8274316592404329
594473,0.8293983731812696
594474,0.7603322373920115
594475,0.6735755499459564
594476,0.9695955050921952
594477,0.925533330392574
594478,0.7557119181675767
594479,0.909730617837453
594480,0.5553498956936161
594481,0.6622322574802308
594482,0.9279307940593079
594483,0.9331538927663683
594484,0.5748579303634574
594485,0.9872593513047702
594486,0.7241144325370278
594487,0.9466856843422252
594488,0.803606834128878
594489,0.7565302977728353
594490,0.9242654505493488
594491,0.894041095962217
594492,0.5567997113282744
594493,0.8200603772638347
594494,0.9607200202909673
594495,0.684370228805656
594496,0.9186790893517587
594497,0.8167463403588107
594498,0.7990960978655136
594499,0.9083034316932628
594500,0.9473278639695198
594501,0.9068986741255539
594502,0.8044154426843687
594503,0.9209354332560657
594504,0.8883689196329521
594505,0.2989745951138249
594506,0.7327679231692216
594507,0.9834955805764253
594508,0.9489273018030461
594509,0.8802655303300235
594510,0.6212618340180939
594511,0.8543707736506803
594512,0.6631849275468088
594513,0.9467488459217411
594514,0.8510289875476621
594515,0.8342481139501471
594516,0.518288224330002
594517,0.792659628752566
594518,0.6551296887934155
594519,0.8695839478156444
594520,0.5297215738082124
594521,0.9358759091641046
594522,0.7095015622789634
594523,0.9631462352118279
594524,0.8995828699821348
594525,0.8110975543674107
594526,0.8002685399141006
594527,0.6753946056918988
594528,0.7548152548471312
594529,0.8941368186645654
594530,0.9722976514972632
594531,0.9532232026678156
594532,0.9040981969393911
594533,0.9038324645881851
594534,0.8715647111233802
594535,0.794294111090215
594536,0.854337807883637
594537,0.9868431758670136
594538,0.9145839680373554
594539,0.9293803751498921
594540,0.39817350607086865
594541,0.6534773007709533
594542,0.7398941103957518
594543,0.3814631557521446
594544,0.9702972586992551
594545,0.9184159013088313
594546,0.8907459953904345
594547,0.6426466760018773
594548,0.6968171466054426
594549,0.8183267999138082
594550,0.5231422040587761
594551,0.7780051236215973
594552,0.9420350931481138
594553,0.44106198757720494
594554,0.8685085063340806
594555,0.8402260697749186
594556,0.9196086041370274
594557,0.8570485060530318
594558,0.931032006413148
594559,0.8283915908768333
594560,0.7720150409866592
594561,0.9627855887522254
594562,0.9201192713419578
594563,0.8106507147904297
594564,0.6689307372004373
594565,0.9360907135790852
594566,0.9204761204571251
594567,0.4927989370483562
594568,0.9381038334893114
594569,0.985962830589471
594570,0.5632525372725159
594571,0.893891405773687
594572,0.8511825951794717
594573,0.6712822679334512
594574,0.8125867419735274
594575,0.8515363908541385
594576,0.6416088360315424
594577,0.9825507252768241
594578,0.6921136928435185
594579,0.9356744176668149
594580,0.3772901892924731
